fisc_wk_id1,cust_nbr1,actual_purchases,predictions,lr_predictions,matches
202340,1628,0,0,0,True
202340,3129,0,0,0,True
202340,10470,0,0,0,True
202340,11759,0,0,0,True
202340,11846,1,1,0,True
202340,11852,1,1,0,True
202340,12403,0,0,0,True
202340,12554,0,0,0,True
202340,12746,0,0,0,True
202340,12747,1,0,0,False
202340,13616,0,0,0,True
202340,13824,0,0,0,True
202340,14478,0,1,0,False
202340,14542,0,1,0,False
202340,14743,0,0,0,True
202340,15258,1,1,0,True
202340,15984,0,0,0,True
202340,16273,1,0,0,False
202340,16307,1,1,0,True
202340,16436,0,0,0,True
202340,16461,0,0,0,True
202340,16485,0,0,0,True
202340,16627,0,0,0,True
202340,16676,0,0,0,True
202340,16959,1,1,0,True
202340,17112,0,0,0,True
202340,17136,1,0,0,False
202340,17441,0,0,0,True
202340,18464,0,0,0,True
202340,18724,0,0,0,True
202340,19005,0,0,0,True
202340,19114,0,0,0,True
202340,19595,0,0,0,True
202340,20191,0,0,0,True
202340,20327,0,1,0,False
202340,20462,1,1,0,True
202340,21815,0,1,0,False
202340,22022,0,0,0,True
202340,22353,0,0,0,True
202340,22386,1,1,0,True
202340,22920,0,1,0,False
202340,24413,0,0,0,True
202340,24804,0,0,0,True
202340,25190,0,0,0,True
202340,25511,0,0,0,True
202340,25579,0,0,0,True
202340,25593,1,1,0,True
202340,25779,0,0,0,True
202340,26470,0,0,0,True
202340,26595,0,0,0,True
202340,26660,0,0,0,True
202340,26683,0,0,0,True
202340,26716,0,0,0,True
202340,26971,0,0,0,True
202340,27700,0,1,0,False
202340,27734,1,1,0,True
202340,28004,0,1,0,False
202340,28839,1,1,0,True
202340,29751,0,1,0,False
202340,29753,0,0,0,True
202340,29803,0,0,0,True
202340,29893,0,0,0,True
202340,30058,0,0,0,True
202340,30159,0,0,0,True
202340,30219,0,0,0,True
202340,30356,0,0,0,True
202340,30394,1,1,0,True
202340,30404,0,0,0,True
202340,30790,0,0,0,True
202340,31286,1,1,0,True
202340,31389,0,1,0,False
202340,31434,1,1,0,True
202340,31563,0,0,0,True
202340,31919,1,1,0,True
202340,49288,1,1,0,True
202340,71746,0,0,0,True
202340,124115,1,1,0,True
202340,211854,1,1,0,True
202340,217505,0,0,0,True
202340,252890,0,0,0,True
202340,267245,0,0,0,True
202340,275743,0,1,0,False
202340,281659,0,0,0,True
202340,296616,0,0,0,True
202340,316687,1,1,0,True
202340,357012,0,0,0,True
202340,385997,0,1,0,False
202340,391235,1,0,0,False
202340,404780,0,0,0,True
202340,409748,0,0,0,True
202340,413625,1,1,0,True
202340,430553,0,0,0,True
202340,451062,0,0,0,True
202340,454769,0,0,0,True
202340,456616,0,0,0,True
202340,460873,0,0,0,True
202340,532879,0,1,0,False
202340,534644,0,0,0,True
202340,538603,1,1,0,True
202340,550046,0,0,0,True
202340,556902,0,0,0,True
202340,578195,0,0,0,True
202340,579771,0,0,0,True
202340,591164,0,0,0,True
202340,595751,0,0,0,True
202340,602524,0,0,0,True
202340,608232,0,1,0,False
202340,626549,1,1,0,True
202340,627133,1,1,0,True
202340,672949,0,0,0,True
202340,694612,0,0,0,True
202340,702597,0,1,0,False
202340,706564,0,0,0,True
202340,710012,0,0,0,True
202340,718965,0,0,0,True
202340,723882,0,1,0,False
202340,732065,1,1,0,True
202340,732156,0,0,0,True
202340,732339,1,1,0,True
202340,732842,0,0,0,True
202340,742189,0,0,0,True
202340,745315,1,0,0,False
202340,749481,0,0,0,True
202340,760751,1,1,0,True
202340,769554,0,0,0,True
202340,773184,0,0,0,True
202340,779561,0,0,0,True
202340,782003,0,1,0,False
202340,795104,1,1,0,True
202340,814814,0,0,0,True
202340,818310,0,0,0,True
202340,824615,0,1,0,False
202340,828277,1,0,0,False
202340,857193,0,0,0,True
202340,863803,0,1,0,False
202340,869040,1,0,0,False
202340,869073,0,0,0,True
202340,875237,1,0,0,False
202340,907071,0,0,0,True
202340,910273,1,1,0,True
202340,912469,0,0,0,True
202340,919183,1,1,0,True
202340,919191,1,1,0,True
202340,929430,0,0,0,True
202340,931881,0,0,0,True
202340,934166,1,1,0,True
202340,938308,0,1,0,False
202340,938894,0,0,0,True
202340,948588,1,1,0,True
202340,951475,1,1,0,True
202340,955922,0,0,0,True
202340,967265,1,1,0,True
202340,969170,0,1,0,False
202340,976423,0,1,0,False
202340,976902,0,0,0,True
202340,977702,0,0,0,True
202340,981423,0,0,0,True
202340,983452,1,1,0,True
202340,987347,0,0,0,True
202340,990119,0,1,0,False
202340,993253,1,1,0,True
202340,995100,0,0,0,True
202340,11477,0,1,0,False
202340,11638,0,0,0,True
202340,13352,0,0,0,True
202340,13620,0,0,0,True
202340,13820,1,1,0,True
202340,13823,0,0,0,True
202340,16142,0,0,0,True
202340,16906,0,1,0,False
202340,17144,0,0,0,True
202340,17168,0,0,0,True
202340,17372,0,0,0,True
202340,18401,0,0,0,True
202340,20656,0,0,0,True
202340,20820,0,0,0,True
202340,21698,1,0,0,False
202340,22098,0,0,0,True
202340,24048,0,0,0,True
202340,24958,0,0,0,True
202340,25121,0,0,0,True
202340,25310,1,1,0,True
202340,25664,0,0,0,True
202340,25861,0,1,0,False
202340,26361,0,0,0,True
202340,26639,0,0,0,True
202340,27643,0,0,0,True
202340,27702,0,0,0,True
202340,27739,0,0,0,True
202340,28009,0,0,0,True
202340,28069,0,0,0,True
202340,28237,0,0,0,True
202340,28474,0,0,0,True
202340,28514,0,0,0,True
202340,30090,0,0,0,True
202340,31030,1,1,0,True
202340,31238,0,0,0,True
202340,31426,0,0,0,True
202340,31738,0,0,0,True
202340,31921,0,0,0,True
202340,32050,0,0,0,True
202340,32062,0,0,0,True
202340,126425,0,0,0,True
202340,257790,0,0,0,True
202340,286161,0,0,0,True
202340,386938,1,1,0,True
202340,411892,0,0,0,True
202340,426429,0,0,0,True
202340,429910,0,0,0,True
202340,452425,0,1,0,False
202340,491803,0,0,0,True
202340,552968,1,1,0,True
202340,566703,0,0,0,True
202340,606319,0,0,0,True
202340,610881,1,0,0,False
202340,692947,0,0,0,True
202340,706689,0,0,0,True
202340,706697,0,0,0,True
202340,732420,0,0,0,True
202340,733840,0,0,0,True
202340,825786,0,1,0,False
202340,847574,0,0,0,True
202340,852426,0,0,0,True
202340,862599,0,0,0,True
202340,891242,0,0,0,True
202340,895805,1,1,0,True
202340,943902,0,0,0,True
202340,947739,0,0,0,True
202340,969683,0,1,0,False
202340,974964,0,0,0,True
202340,13769,0,0,0,True
202340,14872,0,0,0,True
202340,16266,0,0,0,True
202340,17284,1,0,0,False
202340,19763,0,1,0,False
202340,20669,0,0,0,True
202340,21580,0,0,0,True
202340,23010,1,1,0,True
202340,24329,1,1,0,True
202340,25713,0,0,0,True
202340,27757,1,0,0,False
202340,28381,0,1,0,False
202340,28952,0,0,0,True
202340,29690,0,0,0,True
202340,29764,0,0,0,True
202340,30402,0,0,0,True
202340,70490,0,0,0,True
202340,183822,0,0,0,True
202340,311662,0,0,0,True
202340,411991,0,0,0,True
202340,412221,0,0,0,True
202340,419572,0,0,0,True
202340,549907,0,1,0,False
202340,623488,0,0,0,True
202340,751479,0,0,0,True
202340,869115,1,1,0,True
202340,891762,0,0,0,True
202340,935361,0,0,0,True
202340,8649,0,0,0,True
202340,10769,1,0,0,False
202340,13354,0,0,0,True
202340,13614,0,1,0,False
202340,14901,0,0,0,True
202340,15969,0,0,0,True
202340,16081,1,0,0,False
202340,18023,0,0,0,True
202340,20831,0,0,0,True
202340,21581,0,0,0,True
202340,21968,0,0,0,True
202340,22367,0,0,0,True
202340,26694,0,0,0,True
202340,26972,0,0,0,True
202340,28427,0,0,0,True
202340,29123,0,0,0,True
202340,29647,0,0,0,True
202340,30806,0,0,0,True
202340,30995,0,0,0,True
202340,31711,0,0,0,True
202340,62703,0,0,0,True
202340,269761,0,0,0,True
202340,320317,0,0,0,True
202340,405688,0,0,0,True
202340,475483,0,0,0,True
202340,589150,1,1,0,True
202340,594945,0,0,0,True
202340,628263,0,0,0,True
202340,634535,0,1,0,False
202340,682245,0,0,0,True
202340,695064,0,0,0,True
202340,711218,0,0,0,True
202340,732297,0,0,0,True
202340,851154,0,0,0,True
202340,865220,1,1,0,True
202340,876003,0,0,0,True
202340,888263,0,0,0,True
202340,899971,0,1,0,False
202340,919548,0,0,0,True
202340,932467,0,0,0,True
202340,953430,0,0,0,True
202340,993733,0,0,0,True
202340,997940,0,0,0,True
202340,14301,1,0,0,False
202340,14734,0,0,0,True
202340,20092,0,0,0,True
202340,26933,0,0,0,True
202340,30111,0,0,0,True
202340,30792,0,0,0,True
202340,30934,1,1,0,True
202340,31633,0,0,0,True
202340,32047,0,0,0,True
202340,32310,1,1,0,True
202340,731604,0,0,0,True
202340,760819,0,0,0,True
202340,775874,0,0,0,True
202340,843979,0,0,0,True
202340,858910,0,0,0,True
202340,865709,0,0,0,True
202340,896548,1,0,0,False
202340,909655,0,1,0,False
202340,948067,0,0,0,True
202340,974865,0,0,0,True
202340,12799,0,0,0,True
202340,13247,0,1,0,False
202340,13554,0,0,0,True
202340,13909,0,0,0,True
202340,17156,0,0,0,True
202340,17314,0,0,0,True
202340,23091,0,0,0,True
202340,23580,0,0,0,True
202340,23775,0,0,0,True
202340,24918,0,1,0,False
202340,25419,0,0,0,True
202340,25498,0,0,0,True
202340,27432,0,0,0,True
202340,29879,0,0,0,True
202340,31011,0,0,0,True
202340,31270,0,0,0,True
202340,31618,0,0,0,True
202340,32120,0,1,0,False
202340,45021,0,0,0,True
202340,221838,0,0,0,True
202340,227249,0,1,0,False
202340,595728,0,0,0,True
202340,689943,0,0,0,True
202340,729913,0,0,0,True
202340,731828,0,0,0,True
202340,763300,0,0,0,True
202340,808782,0,0,0,True
202340,863514,0,0,0,True
202340,878082,0,0,0,True
202340,908897,1,0,0,False
202340,928176,0,0,0,True
202340,943399,0,0,0,True
202340,949826,0,0,0,True
202340,960807,0,0,0,True
202340,975995,0,0,0,True
202340,141,0,0,0,True
202340,12801,0,0,0,True
202340,17034,0,0,0,True
202340,17386,0,0,0,True
202340,20390,0,0,0,True
202340,20895,0,0,0,True
202340,26155,1,0,0,False
202340,29100,0,0,0,True
202340,29425,0,0,0,True
202340,29544,0,0,0,True
202340,29704,0,0,0,True
202340,30173,0,0,0,True
202340,30191,0,0,0,True
202340,30286,1,1,0,True
202340,31078,1,1,0,True
202340,32557,0,0,0,True
202340,546416,0,0,0,True
202340,556043,0,0,0,True
202340,610261,0,0,0,True
202340,614735,0,0,0,True
202340,639963,0,0,0,True
202340,731992,0,0,0,True
202340,743146,0,0,0,True
202340,745877,0,0,0,True
202340,772616,0,0,0,True
202340,839480,0,0,0,True
202340,882068,0,0,0,True
202340,965855,0,0,0,True
202340,977751,0,0,0,True
202340,11449,0,0,0,True
202340,273797,0,0,0,True
202340,692889,0,0,0,True
202340,777318,0,0,0,True
202340,861062,0,0,0,True
202340,891317,1,1,0,True
202340,985085,0,0,0,True
202340,18610,0,0,0,True
202340,25764,1,1,0,True
202340,30122,0,1,0,False
202340,32044,0,0,0,True
202340,32448,0,0,0,True
202340,32515,1,1,0,True
202340,32616,1,0,0,False
202340,32665,0,0,0,True
202340,32741,0,0,0,True
202340,573279,1,1,0,True
202340,582015,0,0,0,True
202340,731802,0,0,0,True
202340,935080,0,0,0,True
202340,11704,0,0,0,True
202340,13619,0,0,0,True
202340,15544,0,0,0,True
202340,26020,0,0,0,True
202340,29172,0,0,0,True
202340,30826,0,0,0,True
202340,31460,0,1,0,False
202340,31954,0,0,0,True
202340,32540,0,0,0,True
202340,32794,1,1,0,True
202340,278911,0,0,0,True
202340,817775,0,0,0,True
202340,885533,0,0,0,True
202340,19671,0,0,0,True
202340,29092,0,0,0,True
202340,29133,0,0,0,True
202340,31607,0,0,0,True
202340,304550,0,0,0,True
202340,969907,0,0,0,True
202340,24807,0,0,0,True
202340,31521,1,1,0,True
202340,319921,0,0,0,True
202340,8185,0,1,0,False
202340,22094,0,0,0,True
202340,28998,0,0,0,True
202340,30469,0,0,0,True
202340,31334,0,0,0,True
202340,31375,0,0,0,True
202340,56903,0,0,0,True
202340,685818,0,0,0,True
202340,700419,1,0,0,False
202340,769729,0,0,0,True
202340,869594,0,0,0,True
202340,912238,0,0,0,True
202340,914176,0,0,0,True
202340,914283,1,1,0,True
202340,984286,0,0,0,True
202340,11513,0,0,0,True
202340,13772,0,0,0,True
202340,15148,0,0,0,True
202340,16283,0,0,0,True
202340,17141,0,1,0,False
202340,18932,0,0,0,True
202340,19568,0,0,0,True
202340,22049,0,1,0,False
202340,24520,0,0,0,True
202340,25518,0,0,0,True
202340,25639,0,0,0,True
202340,30060,0,0,0,True
202340,30763,0,0,0,True
202340,32746,0,0,0,True
202340,33036,0,0,0,True
202340,323212,0,0,0,True
202340,463927,0,0,0,True
202340,607713,0,0,0,True
202340,681817,0,0,0,True
202340,755736,0,0,0,True
202340,778118,0,0,0,True
202340,783571,0,0,0,True
202340,855007,0,0,0,True
202340,917815,1,1,0,True
202340,9035,0,0,0,True
202340,12393,0,0,0,True
202340,13482,0,0,0,True
202340,13483,0,0,0,True
202340,13837,0,0,0,True
202340,14326,0,0,0,True
202340,16055,0,1,0,False
202340,19835,0,0,0,True
202340,20061,1,1,0,True
202340,20325,0,0,0,True
202340,20728,0,0,0,True
202340,21789,0,0,0,True
202340,21835,0,0,0,True
202340,22259,0,0,0,True
202340,23198,1,0,0,False
202340,23458,0,0,0,True
202340,24049,0,0,0,True
202340,24100,0,0,0,True
202340,24511,0,0,0,True
202340,25003,0,0,0,True
202340,25034,0,0,0,True
202340,25775,0,0,0,True
202340,26367,0,1,0,False
202340,26892,1,0,0,False
202340,28278,1,1,0,True
202340,29341,0,0,0,True
202340,31229,0,0,0,True
202340,32828,0,0,0,True
202340,32960,0,0,0,True
202340,32998,0,0,0,True
202340,33008,0,0,0,True
202340,33154,0,0,0,True
202340,33207,0,0,0,True
202340,33222,0,0,0,True
202340,108514,0,0,0,True
202340,282012,0,0,0,True
202340,334185,0,0,0,True
202340,406280,1,0,0,False
202340,542019,0,0,0,True
202340,604488,0,0,0,True
202340,674218,0,0,0,True
202340,677096,0,0,0,True
202340,688952,0,0,0,True
202340,701565,0,0,0,True
202340,707109,0,0,0,True
202340,732792,1,1,0,True
202340,733568,0,0,0,True
202340,777029,0,0,0,True
202340,777631,0,0,0,True
202340,779124,1,1,0,True
202340,795195,0,1,0,False
202340,822007,0,1,0,False
202340,835108,0,0,0,True
202340,896928,0,0,0,True
202340,917344,1,0,0,False
202340,925347,0,0,0,True
202340,955302,0,0,0,True
202340,963249,0,0,0,True
202340,11396,0,0,0,True
202340,13484,0,0,0,True
202340,23485,0,0,0,True
202340,25818,0,0,0,True
202340,27823,1,1,0,True
202340,28203,0,0,0,True
202340,28331,0,0,0,True
202340,28796,0,0,0,True
202340,29007,0,0,0,True
202340,29774,0,0,0,True
202340,30134,0,0,0,True
202340,30640,1,0,0,False
202340,31649,0,0,0,True
202340,32911,0,0,0,True
202340,450635,0,0,0,True
202340,536268,0,0,0,True
202340,545939,0,0,0,True
202340,625541,0,1,0,False
202340,699397,0,0,0,True
202340,838045,0,0,0,True
202340,929539,0,0,0,True
202340,972588,0,0,0,True
202340,12756,0,0,0,True
202340,13700,0,0,0,True
202340,15823,0,0,0,True
202340,22463,1,1,0,True
202340,25436,0,0,0,True
202340,28503,0,0,0,True
202340,31066,1,1,0,True
202340,33273,0,0,0,True
202340,101134,0,1,0,False
202340,19392,0,0,0,True
202340,20694,0,0,0,True
202340,24178,0,0,0,True
202340,24764,0,0,0,True
202340,26904,0,0,0,True
202340,33246,0,0,0,True
202340,33368,0,0,0,True
202340,244699,0,0,0,True
202340,642413,0,0,0,True
202340,804534,0,0,0,True
202340,906826,0,0,0,True
202340,951822,0,0,0,True
202340,25008,0,0,0,True
202340,31764,0,0,0,True
202340,32433,0,0,0,True
202340,33365,0,0,0,True
202340,696211,0,0,0,True
202340,972620,0,0,0,True
202340,17706,0,0,0,True
202340,20646,0,0,0,True
202340,31635,0,0,0,True
202340,31757,0,0,0,True
202340,983049,0,0,0,True
202340,29016,0,0,0,True
202340,32239,0,0,0,True
202340,32444,0,0,0,True
202340,15100,1,1,0,True
202340,29442,0,0,0,True
202340,31463,0,0,0,True
202340,33296,0,0,0,True
202340,33673,1,1,0,True
202340,371773,1,1,0,True
202340,551994,1,1,0,True
202340,823294,0,0,0,True
202340,956953,0,1,0,False
202340,30492,1,1,0,True
202340,33803,0,0,0,True
202340,12579,0,0,0,True
202340,23145,0,0,0,True
202340,33109,0,0,0,True
202340,33845,0,0,0,True
202340,32991,0,0,0,True
202340,33025,0,1,0,False
202340,33664,0,0,0,True
202340,33677,0,0,0,True
202340,794222,0,0,0,True
202340,19113,0,0,0,True
202340,33362,0,0,0,True
202340,13894,0,0,0,True
202340,34016,1,1,0,True
202340,34115,0,0,0,True
202340,299834,0,0,0,True
202340,489708,0,0,0,True
202340,908400,0,0,0,True
202340,27876,1,1,0,True
202340,29138,0,0,0,True
202340,33072,0,0,0,True
202340,33720,0,0,0,True
202340,732800,1,1,0,True
202340,831313,1,0,0,False
202340,10181,0,0,0,True
202340,33856,0,0,0,True
202340,23459,0,0,0,True
202340,811687,0,0,0,True
202340,33987,0,0,0,True
202340,11827,0,0,0,True
202340,28507,0,0,0,True
202340,33336,0,0,0,True
202340,629428,1,0,0,False
202340,732537,0,0,0,True
202340,845461,0,0,0,True
202340,849364,1,1,0,True
202340,901082,1,1,0,True
202340,26887,0,0,0,True
202340,29538,1,1,0,True
202340,34550,0,0,0,True
202340,34552,0,0,0,True
202340,20413,0,0,0,True
202340,22093,0,0,0,True
202340,23873,1,1,0,True
202340,24333,0,0,0,True
202340,33688,1,1,0,True
202340,34027,0,0,0,True
202340,34379,0,1,0,False
202340,34803,0,0,0,True
202340,35002,0,0,0,True
202340,140392,0,0,0,True
202340,720730,0,0,0,True
202340,792879,0,0,0,True
202340,884965,0,0,0,True
202340,886564,0,0,0,True
202340,16033,1,1,0,True
202340,21575,1,1,0,True
202340,23779,0,0,0,True
202340,25283,0,0,0,True
202340,25743,0,0,0,True
202340,28321,0,0,0,True
202340,28946,1,0,0,False
202340,34045,1,1,0,True
202340,34157,0,0,0,True
202340,34541,0,0,0,True
202340,34885,0,0,0,True
202340,291906,0,0,0,True
202340,294579,0,0,0,True
202340,722132,1,1,0,True
202340,862565,0,0,0,True
202340,915512,0,0,0,True
202340,956425,1,1,0,True
202340,962076,1,1,0,True
202340,1230,1,1,0,True
202340,15772,1,1,0,True
202340,16229,0,1,0,False
202340,16526,1,1,0,True
202340,17067,1,1,0,True
202340,17390,0,1,0,False
202340,17403,1,1,0,True
202340,17429,1,1,0,True
202340,19872,1,1,0,True
202340,22433,0,0,0,True
202340,28314,1,1,0,True
202340,28867,1,0,0,False
202340,30443,0,0,0,True
202340,32646,0,0,0,True
202340,34123,1,1,0,True
202340,34339,0,0,0,True
202340,34626,1,1,0,True
202340,34728,0,0,0,True
202340,35256,1,1,0,True
202340,55103,0,0,0,True
202340,277939,0,0,0,True
202340,306993,0,1,0,False
202340,770644,0,0,0,True
202340,992792,1,1,0,True
202340,10264,1,1,0,True
202340,11380,1,0,0,False
202340,12535,1,1,0,True
202340,13560,1,1,0,True
202340,13617,1,1,0,True
202340,15391,1,1,0,True
202340,15617,1,1,0,True
202340,15619,1,1,0,True
202340,16002,1,1,0,True
202340,16232,1,1,0,True
202340,16233,1,1,0,True
202340,16235,1,1,0,True
202340,16238,1,1,0,True
202340,16510,1,1,0,True
202340,16695,1,0,0,False
202340,18037,1,1,0,True
202340,18628,1,1,0,True
202340,19719,0,0,0,True
202340,20035,1,1,0,True
202340,20528,1,1,0,True
202340,20529,1,0,0,False
202340,25168,1,1,0,True
202340,34125,1,0,0,False
202340,34132,0,0,0,True
202340,34566,0,0,0,True
202340,34669,0,0,0,True
202340,34686,0,0,0,True
202340,34702,0,0,0,True
202340,35262,0,0,0,True
202340,67215,0,0,0,True
202340,303123,0,0,0,True
202340,317081,1,1,0,True
202340,744656,1,0,0,False
202340,869156,0,1,0,False
202340,912576,1,1,0,True
202340,944249,1,1,0,True
202340,948091,0,1,0,False
202340,955328,0,1,0,False
202340,972596,1,1,0,True
202340,976183,0,1,0,False
202340,982579,1,1,0,True
202340,987065,1,1,0,True
202340,990689,1,1,0,True
202340,11355,0,1,0,False
202340,15653,0,1,0,False
202340,15942,0,1,0,False
202340,16662,0,1,0,False
202340,18632,1,1,0,True
202340,18689,1,1,0,True
202340,19967,1,1,0,True
202340,20715,0,1,0,False
202340,24189,0,1,0,False
202340,24721,0,1,0,False
202340,27777,0,1,0,False
202340,30165,1,1,0,True
202340,30277,0,1,0,False
202340,31029,0,1,0,False
202340,33332,1,1,0,True
202340,33518,1,1,0,True
202340,33748,1,1,0,True
202340,34572,1,1,0,True
202340,34655,0,1,0,False
202340,35257,0,1,0,False
202340,35280,0,1,0,False
202340,67207,0,1,0,False
202340,140699,0,1,0,False
202340,149997,1,1,0,True
202340,391151,1,1,0,True
202340,641894,0,1,0,False
202340,708867,1,1,0,True
202340,745307,0,1,0,False
202340,805531,0,1,0,False
202340,852707,1,1,0,True
202340,891085,0,1,0,False
202340,920918,1,1,0,True
202340,921197,0,1,0,False
202340,934919,1,1,0,True
202340,979435,1,1,0,True
202340,983098,1,1,0,True
202340,990549,0,1,0,False
202340,993493,1,1,0,True
202340,6809,1,0,0,False
202340,12557,1,0,0,False
202340,17059,1,0,0,False
202340,31534,1,0,0,False
202340,31616,1,0,0,False
202340,32544,1,0,0,False
202340,33541,1,0,0,False
202340,34641,1,0,0,False
202340,34811,1,0,0,False
202340,34847,1,0,0,False
202340,35272,1,0,0,False
202340,35339,1,0,0,False
202340,35467,1,0,0,False
202340,887588,1,0,0,False
202340,907816,1,0,0,False
202340,943159,1,0,0,False
202340,25142,0,0,0,True
202340,29912,0,0,0,True
202340,32819,0,0,0,True
202340,34729,0,0,0,True
202340,35222,0,0,0,True
202340,67702,0,0,0,True
202340,73346,0,0,0,True
202340,291914,0,0,0,True
202340,541987,0,0,0,True
202340,732412,0,0,0,True
202340,861278,0,0,0,True
202340,16447,0,0,0,True
202340,16558,0,0,0,True
202340,28266,0,0,0,True
202340,34832,0,0,0,True
202340,34926,0,0,0,True
202340,35412,0,0,0,True
202340,35486,0,0,0,True
202340,35525,0,0,0,True
202340,286294,0,0,0,True
202340,311506,0,0,0,True
202340,450239,0,0,0,True
202340,951467,0,0,0,True
202340,965640,0,0,0,True
202340,32108,0,0,0,True
202340,33477,0,0,0,True
202340,35014,0,0,0,True
202340,16491,0,0,0,True
202340,35487,0,0,0,True
202340,19362,0,0,0,True
202340,945998,0,0,0,True
